codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,catalogo_id,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
1057503-138-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Padre Alberto Hurtado | Bienes y Servicios,619585003,,Región Metropolitana de Santiago,,PV EQUIP S.A. | PV EQUIP S.A.,798956701,,Región Metropolitana de Santiago,,,,,,MEMO N°582 UGCM Y RN 22.11.2019,Contenedores de recogida de orina12024565 TRAMPA DE AGUA PARA MONITOR CRITICARE COD-AMB:TRP-100 CRITICARE ,80.0,EA,CLP,18800.0,,
1057503-208-SE20,,2020-11-05T19:26:53Z,direct,,,,Hospital Padre Alberto Hurtado | Bienes y Servicios,619585003,,Región Metropolitana de Santiago,,Cencomex S.A. | Cencomex S.A.,965156607,,Región Metropolitana de Santiago,,,,,,AGUJA DE PUNCION ENDOSONOGRAFICA,Agujas de biopsia04108632 AGUJA DE PUNCION ENDOSONOGRAFIA 19 G.,1.0,EA,CLP,341500.0,,
1057509-167-SE20,,2020-11-05T19:26:11Z,direct,,,,Hospital Herminda Martin | Bienes y Servicios,616070010,,Región del Ñuble,,REICH DE COMERCIO EXTERIOR SpA | REICH DE COMERCIO EXTERIOR SpA,852180005,,Región Metropolitana de Santiago,,,,,,ADQ. BOLSAS EXTRACTORAS DE RIÑON(T.D PROV.UNICO-NV,Impresora de etiquetas de bolsaBOLSA EXTRACTORA DE RIÑON (CAJA X 5 UNIDADES),3.0,000,CLP,296529.0,,
1057539-276-SE20,,2020-11-05T19:26:12Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,Miriam Teresa Hidalgo Fortunatti | Miriam Teresa Hidalgo Fortunatti,84398861,,Región Metropolitana de Santiago,,,,,,INSUMOS MEDICOS ENERO/2020,"Cintas, vendaje, correas o puños para posicionar e1470230	ALPHA STRAP, 2.5 CM DE ANCHO: CORREAS ACOLCHADAS
",2.0,000,CLP,29500.0,,
1057539-276-SE20,,2020-11-05T19:26:12Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,Miriam Teresa Hidalgo Fortunatti | Miriam Teresa Hidalgo Fortunatti,84398861,,Región Metropolitana de Santiago,,,,,,INSUMOS MEDICOS ENERO/2020,"Servicios de terapia ocupacional1253505	PLANCHA ENCORE 3,2 MM.ESPESOR MINI PERFORADO 

",2.0,PL,CLP,98700.0,,
1057539-276-SE20,,2020-11-05T19:26:12Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,Miriam Teresa Hidalgo Fortunatti | Miriam Teresa Hidalgo Fortunatti,84398861,,Región Metropolitana de Santiago,,,,,,INSUMOS MEDICOS ENERO/2020,"Servicios de terapia ocupacional1259644	PLANCHA ENCORE MICROPERFORADO  2.4 MM 45 X 60  NEGRO (KLARITY MULT)
",2.0,000,CLP,63700.0,,
1057539-379-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,ERWIN | ERWIN,761887173,,Región de los Lagos ,,,,,,"COMPRAS INSUMOS HEMODINAMIA, SEGUN PEDIDO # 188318","Orinales de enfermo para uso general9320086, PATO URINARIO

",4.0,000,CLP,3353.0,,
1057539-380-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,UC CHISTUS SERVICIOS AMBULATORIOS SpA | UC CHISTUS SERVICIOS AMBULATORIOS SpA,767540973,,Región Metropolitana de Santiago,,,,,,Exámen Tilt Test,Servicios hospitalarios de emergencia o quirúrgico9510016 EXAMENES Y PROCEDIMIENTOS EXTERNOS,1.0,000,CLP,217816.0,,
1057539-386-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA | DIST. ARTICULOS MEDICOS PÉREZ SPA,897528002,,Región Metropolitana de Santiago,,,,,,INSUMOS MEDICOS ENERO/2020,"Frascos rotativos1151920	FRASCO AMBAR 100 ML CONO Y TAPA REF:F9 (L)
",50.0,000,CLP,280.0,,
1057539-386-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI | Bienes y Servicios,619751000,,Región de los Lagos ,,DISTRIBUIDORA DE ARTICULOS MEDICOS PEREZ SPA | DIST. ARTICULOS MEDICOS PÉREZ SPA,897528002,,Región Metropolitana de Santiago,,,,,,INSUMOS MEDICOS ENERO/2020,Frascos rotativos1151924  FRASCO AMBAR 200 ML CONO Y TAPA REF:FA11 (L) I50,150.0,000,CLP,250.0,,
1057547-438-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,CLINICA ALEMANA DE VALDIVIA | CLINICA ALEMANA DE VALDIVIA,765558700,,Región de Los Ríos,,,,,,Compra de Servicios de Cinecoronariografia y Angio,Exámenes médicosUSO STENT ADICIONAL.-,1.0,EA,CLP,3730650.0,,
1057547-441-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,CLINICA ALEMANA DE VALDIVIA | CLINICA ALEMANA DE VALDIVIA,765558700,,Región de Los Ríos,,,,,,Compra de Servicios de Cinecoronariografia y Angio,Exámenes médicosCINECORONARIOGRAFIA DE URGENCIA,3.0,EA,CLP,450000.0,,
1057547-441-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,CLINICA ALEMANA DE VALDIVIA | CLINICA ALEMANA DE VALDIVIA,765558700,,Región de Los Ríos,,,,,,Compra de Servicios de Cinecoronariografia y Angio,Exámenes médicosANGIOPLASTIA DE URGENCIA ,5.0,EA,CLP,2000000.0,,
1057547-444-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,CLINICA ALEMANA DE VALDIVIA | CLINICA ALEMANA DE VALDIVIA,765558700,,Región de Los Ríos,,,,,,Compra de Servicios de Atencion y Derivacion de Ur,Exámenes médicosATENCION PAC. JOSE TORRES PATIÑO.-,1.0,EA,CLP,3129179.0,,
1057547-455-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,CLINICA ALEMANA DE VALDIVIA | CLINICA ALEMANA DE VALDIVIA,765558700,,Región de Los Ríos,,,,,,Compra de Servicios de Atencion y Derivacion de Ur,Exámenes médicosATENCION PACIENTE: JUAN ZUÑIGA MUÑOZ.-,1.0,EA,CLP,6572046.0,,
1057547-461-SE20,,2020-11-05T19:26:52Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,DIAGNOSTICOS CLINICA ALEMANA DE VALDIVIA LTDA.  | DIAGNOSTICOS CLINICA ALEMANA DE VALDIVIA LTDA,762190214,,Región de Los Ríos,,,,,,Atención pacientes.	,Servicios médicos de emergenciaATENCION PACIENTE: JULIETA CAMPOS CALFULEF..-,1.0,EA,CLP,33590.0,,
1057547-469-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE | Bienes y Servicios,616075020,,Región de Los Ríos,,CLINICA ALEMANA DE VALDIVIA | CLINICA ALEMANA DE VALDIVIA,765558700,,Región de Los Ríos,,,,,,Compra de Servicios de Atencion y Derivacion de Ur,Exámenes médicosATENCION PACIENTE: MARIA REYES GONZALEZ.-,1.0,EA,CLP,5246919.0,,
1058043-38-SE20,,2020-11-05T19:26:53Z,direct,,,,Hospital La Serena | Fármarcos,616064029,,Región de Coquimbo ,,LABORATORIO CHILE S.A. | LABORATORIO CHILE S.A.,775969407,,Región Metropolitana de Santiago,,,,,,CEFAZOLINA,"Cefazolina213-0014	CEFAZOLINA FA 1 GM
",1200.0,000,CLP,630.0,,
1058044-37-SE20,,2020-11-05T19:26:52Z,direct,,,,SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO | Fármarcos,616064037,,Región de Coquimbo ,,SOCOFAR S A | SOCOFAR S A,915750001,,Región de Valparaíso ,,,,,,Fármacos Stock Enero 2020,"Clorhidrato de diltiazem214-0126      12155   DILTIAZEM CLORHIDRATO CM 90 MG
",1800.0,CMP,CLP,371.7,,
1058044-37-SE20,,2020-11-05T19:26:52Z,direct,,,,SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO | Fármarcos,616064037,,Región de Coquimbo ,,SOCOFAR S A | SOCOFAR S A,915750001,,Región de Valparaíso ,,,,,,Fármacos Stock Enero 2020,"Clorhidrato de propanolol214-0099      273865  PROPANOLOL CM 10 MG
",5500.0,CMP,CLP,11.9,,
1058044-37-SE20,,2020-11-05T19:26:52Z,direct,,,,SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO | Fármarcos,616064037,,Región de Coquimbo ,,SOCOFAR S A | SOCOFAR S A,915750001,,Región de Valparaíso ,,,,,,Fármacos Stock Enero 2020,"Citrato de sildenafil214-0183       260677  SILDENAFIL CM 50 MG
",3090.0,CMP,CLP,225.0,,
1058090-112-SE20,,2020-11-05T19:26:11Z,direct,,,,SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL | Fármarcos,616081020,,Región Metropolitana de Santiago,,SOCOFAR S A | SOCOFAR S A,915750001,,Región de Valparaíso ,,,,,,"CETIRIZINA  10 MG CM,CP ","Clorhidrato de cetirizina2140058 CETIRIZINA 10 MG CM,CP",9000.0,000,CLP,104.4,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Eritromicina01001068   ERITROMICINA ETILSUCCINATO FC 400 MG/5 ML FC 45 ML SUSP,1.0,VI,CLP,12500.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Clorhidrato de hidralazina01001181  HIDRALAZINA 5 MG/ML 100 ML (PREPARADO),5.0,VI,CLP,4900.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Clorhidrato de propanolol01010006   PROPANOLOL JARABE 5 MG/ML FCO 100 ML (PREPARADO),4.0,VI,CLP,2850.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Antiácidos de bicarbonato de sodio01010008   BICARBONATO DE SODIO CP/1 G (PREPARADO),2000.0,CAPS,CLP,40.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Famotidina01001180    FAMOTIDINA 8 MG/ML 100 ML (PREPARADO),30.0,VI,CLP,4900.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Omeprazol01010007  OMEPRAZOL 5 MG CP (PREPARADO),150.0,CAPS,CLP,50.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Hidrocortisona01010005  HIDROCORTISONA JARABE 2 MG/ML FCO 60 ML (PREPARADO),30.0,VI,CLP,2800.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Espironolactona01001182   ESPIRONOLACTONA  5 MG/ML 100 ML (PREPARADO),3.0,VI,CLP,4600.0,,
1058097-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Padre Alberto Hurtado | Fármarcos,619585003,,Región Metropolitana de Santiago,,SOCIEDAD FARMACEUTICA BULFOR LTDA | FARMACIA BULFOR,761867555,,Región Metropolitana de Santiago,,,,,,PREPARADOS MAGISTRALES ENERO_2020,Suplementos vitamínicos01010019  HIDROCLOROTIAZIDA 2 MG/ML JARABE FCO 60 ML (PREPARADO),12.0,VI,CLP,2800.0,,
1058339-11-SE20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE HUARA | DIDECO,690102005,,Región de Tarapacá  ,,PAMELA ALEJANDRA | PAMELA ALEJANDRA,768311390,,Región de Tarapacá  ,,,,,,ADQUISICIÓN E INSTALACIÓN DE EQUIPO DE AIRE ACONDICIONADO. MEMO N°08,"Aire industrialAdquisición e instalación de equipo de aire acondicionado
-Equipo Split muro de 18000 BTU, 220V, R410 frio – calor, modo ON-OFF, IKA o equivalente
",1.0,GL,CLP,504202.0,,
1070620-180-SE20,,2020-11-05T19:26:11Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,LABORATORIOS ANDROMACO S.A. | LABORATORIOS ANDROMACO S.A.,762372665,,Región Metropolitana de Santiago,,,,,2210144,JIF-COMPRA MEDICAMENTO DONEPECILO 10 MG,Desogestrel y etinilestradiolDONEPECILO 10 MG CM (2210144),300.0,CMP,CLP,933.0,,
1070620-185-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,Imp. Dist. Arquimed Ltda. | Arquimed Endoscopios,929990005,,Región Metropolitana de Santiago,,,,,,efd Cuota 4 Arriendo equipos Arquimed,"Camillas de paciente o accesorios de camillaCuota 4 arriendo 12 camas clínicas eléctricas, 12 veladores y 12 mesas de alimentación, 10 Camillas de transporte y 1 Cama Clinica Eléctrica de Parto Integral Full Procedimiento ",1.0,EA,CLP,4724500.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA CALCANEO,3.0,EA,CLP,590000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA DE CLAVICULA,4.0,EA,CLP,630000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA DE MUÑECA,20.0,EA,CLP,590000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA DE HUMERO DISTAL LATERAL MEDIAL,5.0,EA,CLP,600000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA PEQUEÑO FRAGMENTO RECTA,3.0,EA,CLP,530000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA TIBIA PROXIMAL,10.0,EA,CLP,650000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA TIBIA DISTAL,11.0,EA,CLP,650000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA MINIFRAGMENTO,3.0,EA,CLP,540000.0,,
1070620-187-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,IMPORT EXPORT KORPUS CHILE LIMITADA | IMPORT EXPORT KORPUS CHILE LIMITADA,761123696,,Región de Tarapacá  ,,,,,,pzm-TD N°2025 SUMINISTRO DE PLACAS BLOQUEADAS 2020,Implantes ortopédicos o alambres quirúrgicosPLACA BLOQUEADA OLECRANON,4.0,EA,CLP,590000.0,,
1070620-282-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Dr. Ernesto Torres Galdames | Hospital Dr. Ernesto Torres Galdames,620005304,,Región de Tarapacá  ,,ABBVIE PRODUCTOS FARMACEUTICOS LIMITADA | ABBVIE PRODUCTOS FARMACEUTICOS LIMITADA,762127326,,Región Metropolitana de Santiago,,,,,,STC-Med Enero TD,Adalimumab21917230 ADALIMUMATO 40 MG/0.4 ML (HUMIRA) AM JERINGAS PRE LLENADA,10.0,BX,CLP,602850.0,,
1075963-284-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI | Hospital Juan Noé,616060015,,Región de Arica y Parinacota,,MADERAS ENCO S A | MADERAS ENCO S A,926480006,,Región de Arica y Parinacota,,,,,,T.D. ADQUISICIÓN DE MATERIALES PARA NEONATOLOGÍA”,Tablero de partículasPLANCHA MELAMINA BLANCA 18 MM.,1.0,EA,CLP,32731.0,,
1075963-284-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI | Hospital Juan Noé,616060015,,Región de Arica y Parinacota,,MADERAS ENCO S A | MADERAS ENCO S A,926480006,,Región de Arica y Parinacota,,,,,,T.D. ADQUISICIÓN DE MATERIALES PARA NEONATOLOGÍA”,Tablero de partículasTAPACANTO PVC BLANCO SIN PEGAMENTO,100.0,MTR,CLP,71.0,,
1075963-284-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI | Hospital Juan Noé,616060015,,Región de Arica y Parinacota,,MADERAS ENCO S A | MADERAS ENCO S A,926480006,,Región de Arica y Parinacota,,,,,,T.D. ADQUISICIÓN DE MATERIALES PARA NEONATOLOGÍA”,Tablero de partículasPLANCHA MELAMINA BLANCO 15 MM.,9.0,EA,CLP,23488.0,,
1075963-284-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI | Hospital Juan Noé,616060015,,Región de Arica y Parinacota,,MADERAS ENCO S A | MADERAS ENCO S A,926480006,,Región de Arica y Parinacota,,,,,,T.D. ADQUISICIÓN DE MATERIALES PARA NEONATOLOGÍA”,Tablero de partículasPLANCHA DURALOC BLANCO,2.0,EA,CLP,6681.0,,
1077204-60-SE20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD NUBLE | ADMINISTRACIÓN DE FONDOS,616070002,,Región del Ñuble,,Harold Andres | Harold Andres,761578820,,Región Metropolitana de Santiago,,,,,,TD reparacion y traslado de columnas del Antiguo H,Servicios temporales de ingenieríaServicios especializados de ingeniería por concepto de reparación y traslado de columnas del antiguo Hospital de Chillan.-,1.0,000,CLF,795.2,,
1077392-3364-SE19,,2020-11-05T20:18:16Z,direct,,,,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L | Administración de Fondos,616062018,,Región de Antofagasta ,,B BRAUN MEDICAL SPA | B.BRAUN MEDICAL SpA,967565407,,Región Metropolitana de Santiago,,,,,,PROPOFOL 200 ML,"Propofol216-P064 PROPOFOL AMP 10 MG/ ML

(DESPACHO DIFERIDO DE 1200 MENSUAL
ENERO, FEBRERO,MARZO)",3600.0,AMP,CLP,1750.0,,
1078126-124-SE20,,2020-11-05T19:26:12Z,direct,,,,Corporación Nacional Forestal - CONAF | Administración de Fondos CONAF,613130004,,Región Metropolitana de Santiago,,COVEPA SPA | COVEPA SPA,889098007,,Región de los Lagos ,,,,,,DESBROZADORA,Segadora de céspedDESBROZADORA 36 CC,1.0,000,CLP,279832.0,,
1078126-180-SE20,,2020-11-05T19:26:53Z,direct,,,,Corporación Nacional Forestal - CONAF | Administración de Fondos CONAF,613130004,,Región Metropolitana de Santiago,,SERVICE EQUIPOS LTDA. | SERVICE EQUIPOS LTDA.,778665409,,Región del Ñuble,,,,,,Servicio de Instalción de 8 Anexos,Sistema telefónico de entradasServicio de Instalación de 8 Anexos Telefónicos en Oficinas Remodeladas de la Oficina Regional Ñuble,1.0,000,CLP,398670.0,,
1084156-11-SE20,,2020-11-05T19:26:13Z,direct,,,,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR | Compras y Licitaciones,651816726,,Región del Biobío ,,carelis | carelis,100781662,,Región del Biobío ,,,,,,Traslado de pasajeros desde Hualqui a Pelluhue SELP ANDALIEN SUR,Servicios de autobuses contratadosTraslado de pasajeros desde Hualqui a Pelluhue salida el día 12 de Enero y el regreso el día 19 de enero.,1.0,000,CLP,880000.0,,
1085944-4-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA | Fondos Extrapresupuestarios,616079018,,Región de Magallanes y de la Antártica,,LKM Chile SpA | LKM Chile,763779815,,Región Metropolitana de Santiago,,,,,,FARMACO ONCOLOGICO/ MITOMICINA 20 MG,MitomicinaMITOMICINA FA 20 MG/10 ML SOL. INY (USO I.V.),2.0,AMPF,CLP,30500.0,,
1085944-6-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA | Fondos Extrapresupuestarios,616079018,,Región de Magallanes y de la Antártica,,Gador Limitada | GADOR LIMITADA,760849456,,Región Metropolitana de Santiago,,,,,,COMPRA URGENTE ONCOLOGIA/ TEMOZOLOMIDA 20 Y 100,"TemozolomidaTEMOZOLAMIDA 20 MG.
",40.0,CAPS,CLP,9800.0,,
1085944-6-SE20,,2020-11-05T19:26:53Z,direct,,,,HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA | Fondos Extrapresupuestarios,616079018,,Región de Magallanes y de la Antártica,,Gador Limitada | GADOR LIMITADA,760849456,,Región Metropolitana de Santiago,,,,,,COMPRA URGENTE ONCOLOGIA/ TEMOZOLOMIDA 20 Y 100,TemozolomidaTEMOZOLAMIDA 100 MG,85.0,CAPS,CLP,54000.0,,
1201-3-SE20,,2020-11-05T19:26:11Z,direct,,,,INSTITUTO NACIONAL DE DEPORTES DE CHILE | I.N.D. REGION XI,611070004,,Región Aysén del General Carlos Ibáñez del Campo,,sociedad parque austral s.a.c | sociedad parque austral s.a.c,968128000,,Región Aysén del General Carlos Ibáñez del Campo,,,,,,Arriendo de piscina CEM,Piscina de nataciónSegun requerimiento y convenio de uso,1.0,000,CLP,7260504.0,,
